neighbourhood.group,id,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
Brooklyn,1493435,144,29,2,320,3.6,2,1,312
Brooklyn,1493988,705,141,2,160,1.8,1,2,122
Manhattan,1494540,1145,229,2,78,1.22,4,1,57
Manhattan,1495092,835,167,30,64,0.72,1,1,125
Brooklyn,1495645,508,102,2,219,2.44,3,2,118
Manhattan,1497301,1113,223,4,102,1.15,4,2,313
Manhattan,1497854,1167,233,2,32,0.47,4,1,194
Brooklyn,1498406,352,70,3,15,0.18,3,6,61
Manhattan,1498958,270,54,5,1,0.02,1,1,294
Manhattan,1499511,510,102,3,12,0.14,1,1,73
Manhattan,1500063,758,152,10,19,0.27,4,1,225
Manhattan,1500615,1121,224,3,297,3.37,5,1,183
Brooklyn,1501168,52,10,3,12,0.13,5,1,33
Brooklyn,1501720,365,73,4,9,0.11,2,1,364
Manhattan,1502272,1045,209,15,9,0.1,5,1,11
Manhattan,1502824,151,30,7,46,0.62,4,2,287
Brooklyn,1503377,244,49,4,42,0.47,4,2,111
Manhattan,1503929,759,152,2,118,2.11,3,3,217
Brooklyn,1504481,865,173,30,53,0.6,3,1,422
Manhattan,1505034,1070,214,1,15,0.21,2,1,85
Brooklyn,1505586,171,34,3,64,0.72,4,4,195
Brooklyn,1506138,964,193,3,51,0.58,2,4,196
Brooklyn,1506691,900,180,3,79,0.88,1,4,220
Manhattan,1507243,890,178,3,202,2.29,3,1,218
Manhattan,1507795,1075,215,1,23,0.63,3,1,211
Manhattan,1511109,481,96,5,110,1.27,4,2,393
Manhattan,1511661,983,197,1,56,0.64,5,1,425
Manhattan,1512214,759,152,1,7,0.08,3,1,321
Brooklyn,1513318,1167,233,18,19,0.22,1,1,155
Manhattan,1513870,166,33,3,7,0.09,2,1,392
Manhattan,1514423,461,92,1,53,0.6,1,1,149
Manhattan,1514975,944,189,3,265,2.99,1,2,15
Manhattan,1519393,861,172,3,132,1.49,3,1,32
Manhattan,1519946,170,34,6,41,0.47,2,1,319
Brooklyn,1520498,752,150,7,34,0.39,2,1,65
Brooklyn,1521050,524,105,3,34,0.39,3,1,362
Manhattan,1521603,966,193,7,27,0.31,2,1,278
Brooklyn,1522155,125,25,4,30,0.34,4,1,331
Manhattan,1522707,613,123,3,214,2.45,4,2,309
Manhattan,1523260,644,129,30,12,0.14,4,1,193
Manhattan,1523812,848,170,2,6,0.09,5,4,158
Brooklyn,1524916,593,119,3,156,1.8,1,1,79
Brooklyn,1525469,392,78,2,30,0.74,1,1,13
Brooklyn,1526021,984,197,5,1,0.02,3,1,212
Brooklyn,1526573,1138,228,5,3,0.09,5,1,283
Brooklyn,1527126,611,122,2,272,3.18,4,3,137
Brooklyn,1527678,372,74,3,63,0.82,1,1,421
Manhattan,1528230,675,135,30,58,0.66,5,1,95
Brooklyn,1528783,112,22,2,5,0.1,1,1,185
Brooklyn,1529335,1100,220,3,63,0.71,1,2,28
Brooklyn,1529887,296,59,5,268,3.04,2,2,190
Staten Island,1530439,1178,236,3,80,0.92,1,1,353
Manhattan,1530992,50,10,3,22,0.25,3,1,408
Manhattan,1531544,59,12,7,13,0.15,1,1,156
Brooklyn,1532096,400,80,4,23,0.67,5,2,295
Brooklyn,1532649,1187,237,30,3,0.08,2,1,287
Manhattan,1533201,846,169,3,10,0.12,3,3,163
Manhattan,1533753,1143,229,3,14,0.16,4,3,90
Manhattan,1534306,734,147,1,20,0.28,1,1,155
Brooklyn,1534858,827,165,5,2,0.02,4,1,2
Bronx,1535410,344,69,2,47,1.22,1,1,28
Staten Island,1535962,682,136,2,6,0.19,4,1,-5
Manhattan,1536515,996,199,7,93,1.06,3,1,270
Manhattan,1537067,647,129,3,116,1.32,5,1,215
Manhattan,1537619,71,14,240,15,0.17,2,1,80
Manhattan,1538172,677,135,2,70,0.8,5,4,275
Manhattan,1538724,919,184,3,4,0.41,3,1,347
Manhattan,1539276,362,72,30,128,1.46,2,4,347
Queens,1539829,687,137,1,59,0.69,4,2,192
Queens,1540381,712,142,1,8,0.11,2,2,218
Brooklyn,1540933,498,100,2,106,1.22,4,1,88
Brooklyn,1541485,383,77,15,15,0.57,5,4,300
Manhattan,1542038,1148,230,2,133,1.51,1,1,189
Manhattan,1542590,504,101,4,27,0.31,5,1,348
Manhattan,1543142,826,165,5,61,0.7,5,1,330
Brooklyn,1543695,418,84,2,2,0.02,4,2,16
Queens,1544247,724,145,1,16,0.18,3,2,207
Manhattan,1545352,913,183,5,38,0.44,5,1,310
Manhattan,1546456,700,140,3,93,1.05,2,1,336
Manhattan,1547008,925,185,3,6,0.07,3,1,68
Manhattan,1547561,524,105,7,30,0.34,4,1,4
Brooklyn,1548113,171,34,3,17,0.46,4,1,98
Manhattan,1548665,290,58,10,67,0.77,4,1,369
Brooklyn,1549218,940,188,30,53,0.68,4,1,370
Brooklyn,1549770,372,74,30,32,0.37,1,1,312
Brooklyn,1550322,1087,217,30,131,1.84,2,2,33
Manhattan,1550875,461,92,4,19,0.22,4,1,154
Manhattan,1551979,186,37,3,74,0.84,5,3,228
Manhattan,1552531,641,128,3,165,1.88,3,2,113
Queens,1554741,145,29,2,59,0.94,4,1,203
Manhattan,1555293,1163,233,3,134,1.53,1,1,32
Manhattan,1555845,96,19,28,81,0.93,2,1,245
Brooklyn,1556398,855,171,3,7,0.08,3,1,52
Brooklyn,1556950,51,10,3,112,1.28,3,8,272
Brooklyn,1558054,175,35,2,92,1.05,2,1,315
Brooklyn,1558607,544,109,29,23,0.26,2,2,44
Brooklyn,1561368,1163,233,5,125,1.47,1,3,281
Brooklyn,1561921,748,150,30,58,0.67,1,2,143
Brooklyn,1562473,373,75,5,9,0.1,4,1,299
Brooklyn,1563025,960,192,3,137,1.57,1,1,205
Manhattan,1563577,435,87,2,16,0.24,1,1,268
Manhattan,1564130,70,14,1,36,0.57,5,1,137
Brooklyn,1564682,1195,239,1,54,0.65,5,4,364
Manhattan,1565234,208,42,14,1,0.03,2,1,246
Brooklyn,1565787,1126,225,6,39,0.47,4,2,413
Brooklyn,1566339,185,37,1,145,1.76,5,2,282
Manhattan,1566891,798,160,3,28,0.33,1,1,270
Brooklyn,1567444,845,169,2,206,2.4,1,1,176
Manhattan,1567996,88,18,7,4,0.22,5,1,6
Brooklyn,1568548,344,69,15,37,0.52,4,2,25
Manhattan,1569100,764,153,30,27,0.31,2,1,98
Manhattan,1569653,737,147,30,18,0.21,2,1,290
Manhattan,1570205,382,76,1,134,1.54,2,1,62
Manhattan,1570757,441,88,2,197,2.25,4,1,355
Manhattan,1571310,324,65,7,5,0.09,3,1,8
Brooklyn,1571862,76,15,28,5,0.06,1,1,-5
Brooklyn,1572414,1024,205,4,8,0.09,5,1,118
Brooklyn,1572967,951,190,2,62,0.71,4,2,398
Manhattan,1573519,489,98,2,13,0.15,4,1,220
Manhattan,1574071,711,142,1,8,0.09,5,1,323
Manhattan,1574623,1118,224,3,50,0.87,3,2,380
Queens,1575176,963,193,180,69,0.79,1,1,221
Brooklyn,1575728,690,138,4,41,0.47,5,1,324
Brooklyn,1576280,1013,203,20,89,1.04,3,1,338
Brooklyn,1576833,795,159,4,40,0.46,3,1,287
Brooklyn,1577385,148,30,3,106,1.22,1,1,255
Manhattan,1577937,671,134,4,33,0.39,3,1,316
Manhattan,1578490,198,40,5,2,0.09,2,1,115
Manhattan,1579042,467,93,88,19,0.22,3,1,116
Manhattan,1579594,63,13,6,100,1.14,2,1,404
Brooklyn,1580146,321,64,3,16,0.19,1,1,65
Manhattan,1580699,1101,220,2,64,0.76,4,1,215
Manhattan,1581251,88,18,1,17,0.31,2,2,19
Manhattan,1581803,56,11,2,7,0.08,3,1,240
Brooklyn,1582356,242,48,115,15,0.17,5,1,95
Manhattan,1582908,826,165,5,4,0.07,4,1,299
Brooklyn,1583460,612,122,3,87,1,4,1,406
Brooklyn,1584013,467,93,150,10,0.14,3,1,93
Queens,1585117,225,45,3,289,3.3,2,1,253
Manhattan,1585669,550,110,9,10,0.11,4,1,361
Manhattan,1586222,555,111,14,39,0.45,5,1,302
Brooklyn,1586774,1133,227,7,7,0.1,5,2,134
Bronx,1587326,231,46,1,23,0.27,2,1,374
Manhattan,1587879,354,71,4,22,0.27,2,1,253
Manhattan,1588431,1069,214,1,1,0.02,3,1,14
Brooklyn,1588983,167,33,2,5,0.06,5,3,82
Queens,1589536,1134,227,5,30,0.37,3,3,143
Bronx,1592297,719,144,5,82,0.96,3,1,268
Brooklyn,1592849,709,142,5,105,1.21,5,3,38
Manhattan,1593402,1056,211,3,73,0.84,1,1,53
Brooklyn,1593954,476,95,7,28,0.32,2,2,160
Brooklyn,1595059,1144,229,1,3,0.06,3,1,33
Brooklyn,1595611,1146,229,3,120,1.4,2,1,192
Brooklyn,1596163,1068,214,2,339,3.88,1,3,66
Brooklyn,1596715,448,90,2,7,0.09,1,1,182
Manhattan,1597268,345,69,4,13,0.15,5,1,91
Brooklyn,1597820,589,118,21,6,0.07,4,3,178
Manhattan,1598372,722,144,1,3,0.03,3,1,156
Manhattan,1598925,934,187,20,11,0.18,4,1,18
Manhattan,1599477,1157,231,2,67,1.33,4,1,55
Manhattan,1600029,1125,225,2,123,1.47,1,1,367
Brooklyn,1603895,700,140,4,132,1.51,3,2,407
Brooklyn,1604448,401,80,3,12,0.15,3,1,419
Manhattan,1605000,819,164,2,23,0.27,3,1,370
Manhattan,1605552,429,86,2,47,0.55,1,1,313
Manhattan,1606105,323,65,8,8,0.11,5,1,202
Brooklyn,1606657,532,106,3,17,0.2,5,1,73
Manhattan,1607209,421,84,5,4,0.06,4,1,72
Brooklyn,1607761,1047,209,90,19,0.22,5,1,297
Brooklyn,1608314,170,34,7,2,0.02,5,3,158
Brooklyn,1608866,402,80,2,35,0.54,4,3,277
Brooklyn,1609418,576,115,3,108,1.25,2,2,66
Brooklyn,1609971,150,30,3,182,2.15,4,1,-1
Manhattan,1610523,423,85,3,31,0.41,5,1,84
Queens,1611075,795,159,1,454,5.27,4,1,21
Manhattan,1611628,860,172,2,199,2.3,3,1,78
Manhattan,1612732,350,70,1,230,2.65,1,1,144
Brooklyn,1613284,325,65,4,101,1.19,5,4,74
Manhattan,1613837,785,157,2,8,0.13,3,1,222
Brooklyn,1614389,522,104,30,154,1.87,5,1,150
Manhattan,1614941,300,60,28,69,0.81,1,1,253
Manhattan,1615494,1195,239,10,3,0.05,1,1,168
Brooklyn,1616046,954,191,14,3,0.04,4,1,338
Brooklyn,1616598,356,71,4,12,0.16,4,1,409
Manhattan,1617151,344,69,5,13,0.15,3,1,368
Brooklyn,1617703,632,126,2,10,0.17,2,1,12
Brooklyn,1618255,921,184,15,5,0.06,1,1,352
Queens,1618807,877,175,1,144,1.68,1,2,244
Manhattan,1622121,982,196,30,62,0.74,1,6,281
Manhattan,1622674,1143,229,6,17,0.2,5,1,163
Manhattan,1623226,1174,235,1,439,5.12,4,2,297
Manhattan,1623778,966,193,4,48,0.56,5,1,116
Manhattan,1624330,1040,208,3,134,1.56,2,1,60
Brooklyn,1624883,1017,203,6,2,0.03,1,1,43
Manhattan,1625435,182,36,3,16,0.19,3,1,11
Brooklyn,1625987,741,148,2,31,1.14,4,1,170
Brooklyn,1626540,150,30,30,36,0.42,4,1,241
Queens,1627092,343,69,3,1,0.01,2,1,105
Brooklyn,1627644,407,81,2,338,3.9,5,2,60
Manhattan,1628197,733,147,3,117,1.41,5,1,328
Manhattan,1628749,794,159,1,261,3.24,4,1,425
Manhattan,1629301,786,157,30,32,0.37,3,7,38
Brooklyn,1629853,609,122,2,112,1.3,4,2,405
Brooklyn,1630406,182,36,2,22,0.26,2,4,41
Manhattan,1630958,855,171,2,319,3.78,5,1,130
Brooklyn,1631510,1198,240,7,69,0.85,2,1,1
Brooklyn,1632063,986,197,4,10,0.12,1,1,164
Brooklyn,1632615,184,37,2,24,0.39,3,1,171
Brooklyn,1633167,834,167,30,3,0.05,4,1,339
Brooklyn,1633720,913,183,31,17,0.2,4,2,39
Brooklyn,1634272,940,188,7,13,0.15,1,2,129
Brooklyn,1634824,209,42,2,58,0.67,3,1,25
Manhattan,1635376,658,132,2,62,0.74,3,1,89
Brooklyn,1635929,246,49,3,203,2.85,1,1,408
Brooklyn,1636481,874,175,2,33,0.39,4,1,210
Manhattan,1637033,1131,226,3,47,0.66,3,2,128
Manhattan,1638138,566,113,14,30,0.35,1,1,10
Brooklyn,1638690,634,127,3,2,0.05,2,1,84
Brooklyn,1639243,825,165,2,121,1.6,1,1,86
Brooklyn,1639795,757,151,3,27,0.45,5,1,382
Manhattan,1640347,284,57,3,24,0.3,4,1,139
Manhattan,1640899,1141,228,5,22,0.26,3,1,121
Manhattan,1641452,504,101,2,162,1.92,5,1,337
Brooklyn,1642004,879,176,1,66,0.76,4,2,356
Manhattan,1643109,534,107,2,63,0.76,2,1,43
Queens,1643661,819,164,1,219,2.63,3,2,150
Brooklyn,1644213,254,51,4,2,0.03,4,2,215
Brooklyn,1644766,325,65,3,12,0.27,1,1,164
Brooklyn,1645318,1124,225,2,35,0.41,4,1,266
Brooklyn,1645870,243,49,1,124,1.46,5,1,179
Bronx,1646422,100,20,7,2,0.17,5,1,165
Brooklyn,1646975,642,128,4,63,1.27,3,1,279
Manhattan,1647527,688,138,4,162,1.88,3,1,203
Brooklyn,1648079,687,137,3,103,1.25,4,2,330
Manhattan,1649184,561,112,30,185,2.15,2,1,247
Brooklyn,1649736,553,111,4,219,2.54,4,1,311
Manhattan,1650289,1034,207,1,280,3.51,1,1,47
Manhattan,1650841,218,44,1,61,0.71,2,2,336
Brooklyn,1651393,512,102,1,184,2.14,2,5,32
Brooklyn,1651945,929,186,3,116,1.37,5,1,294
Staten Island,1652498,271,54,2,11,0.24,3,1,404
Manhattan,1653050,405,81,3,9,0.1,1,1,413
Brooklyn,1653602,593,119,5,4,0.05,3,1,70
Brooklyn,1654155,379,76,2,15,0.29,4,1,197
Manhattan,1654707,1117,223,4,22,0.28,2,1,314
Manhattan,1655259,683,137,3,18,0.21,4,1,9
Brooklyn,1655812,568,114,3,56,0.65,1,1,410
Manhattan,1656364,523,105,4,2,0.03,4,1,244
Manhattan,1656916,62,12,3,57,0.7,5,1,112
Manhattan,1657468,1018,204,4,13,0.17,3,1,115
Manhattan,1658021,401,80,1,1,0.01,2,1,248
Brooklyn,1658573,1138,228,2,37,0.49,5,1,173
Manhattan,1659125,357,71,5,451,5.26,1,2,158
Queens,1659678,1159,232,30,24,0.29,3,8,286
Manhattan,1660230,1094,219,7,19,0.32,2,1,198
Bronx,1660782,735,147,3,190,2.21,4,2,109
Brooklyn,1661335,235,47,2,46,0.54,1,4,10
Brooklyn,1661887,332,66,1,169,2.08,2,1,407
Manhattan,1664648,127,25,1,15,0.18,3,1,98
Brooklyn,1665201,556,111,3,60,0.7,2,1,405
Brooklyn,1665753,799,160,2,320,3.85,1,1,357
Queens,1666305,540,108,2,182,2.2,4,1,97
Brooklyn,1666858,810,162,30,1,0.01,1,1,197
Brooklyn,1667410,443,89,2,134,1.56,4,1,251
Brooklyn,1667962,472,94,10,10,0.17,1,2,233
Manhattan,1669067,301,60,1,60,0.78,3,1,339
Brooklyn,1669619,231,46,30,5,0.06,4,1,248
Manhattan,1670171,897,179,5,9,0.1,2,1,373
Brooklyn,1670724,1183,237,3,1,0.01,5,1,411
Brooklyn,1671276,351,70,10,33,0.39,4,1,65
Brooklyn,1671828,521,104,1,10,0.14,5,1,164
Queens,1672381,76,15,30,3,0.04,2,1,244
Manhattan,1672933,690,138,3,10,0.13,3,2,222
Brooklyn,1673485,473,95,30,62,0.73,3,3,423
Manhattan,1674037,1078,216,4,266,3.17,5,1,76
Queens,1674590,53,11,2,251,2.92,4,2,412
Brooklyn,1675142,194,39,14,3,0.04,3,1,358
Manhattan,1675694,876,175,7,8,0.09,2,1,212
Brooklyn,1676247,118,24,4,5,0.06,5,1,59
Brooklyn,1676799,407,81,4,160,1.92,5,1,123
Queens,1677351,697,139,5,5,0.1,1,1,229
Manhattan,1677904,55,11,2,183,2.19,1,2,375
Brooklyn,1678456,846,169,5,19,0.23,3,1,365
Manhattan,1679008,715,143,3,141,1.66,2,1,370
Manhattan,1679560,1030,206,6,42,0.49,3,1,9
Bronx,1680113,665,133,3,119,1.41,1,1,70
Brooklyn,1680665,412,82,7,20,0.24,1,1,206
Manhattan,1681217,585,117,5,5,0.06,2,1,217
Manhattan,1681770,534,107,2,16,0.62,4,1,303
Manhattan,1682874,367,73,2,24,0.29,3,1,215
Manhattan,1683427,118,24,3,26,0.32,1,1,210
Manhattan,1683979,578,116,30,3,0.04,1,1,-3
Brooklyn,1685083,809,162,10,5,0.07,4,2,205
Manhattan,1685636,885,177,4,2,0.03,3,2,339
Manhattan,1686188,729,146,3,194,2.42,2,1,81
Manhattan,1686740,660,132,14,88,1.03,1,1,337
Brooklyn,1687293,435,87,5,2,0.1,2,1,213
Queens,1687845,486,97,30,304,3.7,2,1,267
Brooklyn,1688397,753,151,2,11,0.13,3,1,10
Manhattan,1688950,556,111,30,19,0.23,3,1,279
Brooklyn,1689502,406,81,7,23,0.27,2,1,387
Manhattan,1690054,1173,235,5,103,1.25,5,3,36
Brooklyn,1690606,1190,238,7,82,0.98,4,1,217
Manhattan,1691159,453,91,30,92,1.09,1,1,385
Manhattan,1691711,556,111,30,66,0.77,1,6,77
Brooklyn,1692263,666,133,3,18,0.35,3,2,247
Manhattan,1692816,628,126,4,153,2.03,2,1,305
Manhattan,1693368,153,31,6,6,0.09,2,1,85
Brooklyn,1693920,323,65,7,43,0.52,3,1,222
Manhattan,1694473,573,115,3,36,0.5,2,1,331
Brooklyn,1695025,217,43,10,19,0.27,3,1,181
Manhattan,1695577,535,107,2,160,2.31,1,1,34
Queens,1696129,947,189,3,74,0.87,1,2,28
Manhattan,1696682,1014,203,1,47,0.58,2,2,241
Manhattan,1697234,367,73,2,43,0.51,3,1,237
Manhattan,1697786,272,54,1,102,1.19,5,2,400
Manhattan,1698339,978,196,6,18,0.21,1,1,338
Brooklyn,1698891,660,132,4,33,0.44,2,2,27
Manhattan,1699443,366,73,30,60,0.72,3,6,224
Manhattan,1699996,798,160,3,22,1.61,2,2,369
Queens,1700548,849,170,5,107,1.25,1,1,20
Manhattan,1701652,407,81,4,87,1.02,2,1,41
Manhattan,1702205,514,103,10,16,0.2,1,1,259
Brooklyn,1702757,942,188,3,2,0.02,2,1,232
Brooklyn,1703309,643,129,4,19,0.24,5,3,119
Queens,1703862,919,184,1,474,5.53,5,3,355
Brooklyn,1704414,655,131,4,5,0.06,2,1,125
Manhattan,1704966,300,60,2,63,0.75,1,1,28
Brooklyn,1706071,669,134,3,28,0.4,3,1,191
Manhattan,1707175,709,142,2,5,0.09,4,1,214
Manhattan,1707728,1127,225,4,16,0.2,1,1,260
Brooklyn,1708280,98,20,20,6,0.32,5,1,339
Manhattan,1708832,922,184,3,25,0.3,2,1,24
Manhattan,1709385,66,13,3,15,0.31,3,1,112
Manhattan,1709937,781,156,1,45,0.62,1,1,276
Brooklyn,1710489,622,124,1,215,2.55,1,3,379
Manhattan,1711042,948,190,3,33,0.51,4,2,240
Brooklyn,1711594,437,87,2,46,0.54,2,1,223
Manhattan,1712146,986,197,10,25,0.3,5,1,207
Brooklyn,1712698,612,122,2,23,0.27,2,1,353
Brooklyn,1713251,972,194,2,57,0.67,5,1,356
Manhattan,1713803,206,41,6,80,1.01,2,1,104
Brooklyn,1714355,248,50,11,22,0.26,1,1,17
Brooklyn,1714908,769,154,5,40,0.54,5,1,139
Manhattan,1715460,145,29,3,85,1.02,2,1,330
Brooklyn,1716012,724,145,4,1,0.01,4,1,147
Manhattan,1716565,1018,204,14,29,0.36,5,1,143
Manhattan,1717117,110,22,5,1,0.01,3,1,256
Manhattan,1717669,1154,231,30,23,0.27,5,1,38
Manhattan,1718221,580,116,2,42,0.5,4,1,400
Manhattan,1718774,954,191,1,195,2.83,4,1,307
Manhattan,1719326,695,139,2,158,1.91,2,3,282
Brooklyn,1719878,498,100,2,1,0.03,5,1,104
Manhattan,1720431,80,16,1,115,1.4,5,1,64
Brooklyn,1720983,419,84,4,42,0.49,3,1,220
Brooklyn,1721535,128,26,5,3,0.04,2,1,231
Brooklyn,1722088,164,33,90,32,0.4,1,1,108
Brooklyn,1722640,1179,236,370,6,0.09,5,1,166
Manhattan,1723192,642,128,2,214,2.53,2,3,272
Brooklyn,1723744,951,190,2,11,0.13,2,1,341
Brooklyn,1724297,75,15,2,221,2.6,1,1,159
Manhattan,1729267,597,119,4,4,0.05,2,1,203
Queens,1729820,805,161,45,198,2.33,5,1,159
Manhattan,1730372,338,68,5,6,0.07,1,1,26
Brooklyn,1730924,130,26,7,10,0.48,4,1,268
Manhattan,1731477,1033,207,19,30,0.36,5,1,250
Brooklyn,1732029,521,104,2,4,0.08,5,1,313
Brooklyn,1732581,818,164,2,201,2.42,3,1,203
Manhattan,1733134,376,75,2,51,0.61,2,1,39
Brooklyn,1733686,293,59,30,63,0.75,4,1,259
Brooklyn,1734238,1014,203,2,28,0.59,1,1,345
Queens,1734790,165,33,1,55,0.66,2,1,23
Brooklyn,1735343,808,162,5,1,0.13,2,1,370
Queens,1735895,839,168,40,23,0.27,4,1,409
Brooklyn,1736447,586,117,4,61,0.72,5,1,154
Manhattan,1737000,398,80,60,5,0.06,5,1,359
Manhattan,1737552,227,45,2,67,0.8,5,1,162
Manhattan,1738104,384,77,30,110,1.3,4,1,-6
Brooklyn,1738657,949,190,2,160,1.95,4,1,206
Brooklyn,1739209,137,27,3,102,1.23,1,2,196
Brooklyn,1739761,801,160,2,5,0.08,1,4,22
Brooklyn,1740313,678,136,5,1,0.02,4,1,231
Manhattan,1740866,439,88,7,34,0.41,1,1,206
Brooklyn,1741418,974,195,30,6,0.07,1,1,71
Brooklyn,1741970,147,29,1,61,0.81,2,2,348
Manhattan,1742523,192,38,60,11,0.13,4,1,154
Brooklyn,1743075,417,83,30,1,0.01,5,2,88
Manhattan,1743627,621,124,5,46,0.6,5,1,47
Manhattan,1744180,1155,231,1,132,1.75,4,1,411
Manhattan,1744732,132,26,1,62,0.73,4,1,99
Brooklyn,1745284,547,109,10,8,0.17,3,1,327
Brooklyn,1745836,358,72,3,16,0.27,2,1,125
Brooklyn,1746389,619,124,2,19,0.23,1,1,5
Queens,1746941,1043,209,2,17,0.2,1,1,165
Manhattan,1747493,649,130,7,12,0.14,5,1,212
Manhattan,1748046,572,114,1,321,3.93,1,1,348
Manhattan,1748598,180,36,4,160,1.89,2,2,198
Manhattan,1749150,1198,240,4,142,1.68,4,2,275
Manhattan,1749703,332,66,1,5,0.06,3,1,367
Manhattan,1750255,693,139,6,61,0.73,1,1,234
Brooklyn,1751359,855,171,3,5,0.08,2,1,193
Manhattan,1751912,302,60,30,36,0.44,3,1,232
Brooklyn,1752464,1068,214,1,109,1.51,1,1,191
Queens,1753016,383,77,3,28,0.38,2,1,348
Brooklyn,1753569,383,77,4,14,0.16,2,1,213
Brooklyn,1754121,927,185,2,250,2.99,5,1,141
Manhattan,1754673,756,151,4,12,0.25,5,1,1
Brooklyn,1755226,276,55,2,20,0.24,5,1,372
Brooklyn,1755778,395,79,14,27,0.36,3,1,128
Manhattan,1761853,941,188,20,107,1.29,2,1,271
Brooklyn,1762405,1000,200,5,7,0.08,2,1,271
Queens,1762958,453,91,3,48,0.58,3,2,121
Brooklyn,1763510,978,196,3,54,0.65,2,1,167
Brooklyn,1764062,1038,208,31,17,0.2,5,1,46
Brooklyn,1764615,624,125,2,103,1.62,1,1,31
Manhattan,1765167,67,13,3,243,2.95,4,1,326
Manhattan,1766272,596,119,3,93,1.17,3,1,292
Manhattan,1766824,483,97,2,54,0.74,4,2,158
Manhattan,1767376,486,97,30,2,0.03,5,52,397
Brooklyn,1767928,1053,211,28,88,1.05,2,4,12
Brooklyn,1768481,57,11,30,15,0.18,5,1,173
Brooklyn,1769033,851,170,3,25,0.3,3,2,130
Brooklyn,1770138,931,186,4,11,0.13,1,1,86
Brooklyn,1770690,1151,230,30,17,0.26,2,2,30
Brooklyn,1771242,260,52,3,5,0.06,3,2,110
Manhattan,1772347,428,86,2,28,0.34,1,1,117
Manhattan,1774004,927,185,30,8,0.11,2,1,318
Manhattan,1774556,1027,205,2,15,0.18,5,2,331
Brooklyn,1775108,907,181,3,2,0.17,3,1,31
Brooklyn,1775661,926,185,4,40,0.57,4,1,257
Manhattan,1776213,742,148,7,57,0.68,2,1,227
Manhattan,1777318,1069,214,14,6,0.07,1,1,143
Manhattan,1777870,94,19,4,57,0.69,1,1,340
Brooklyn,1778422,157,31,3,22,0.27,2,1,409
Manhattan,1778974,670,134,8,6,0.07,2,1,197
Manhattan,1779527,1177,235,1,17,0.2,1,1,224
Brooklyn,1780079,879,176,2,14,0.19,3,1,290
Manhattan,1780631,59,12,1,160,1.9,5,1,121
Brooklyn,1781184,631,126,2,85,1.02,4,1,86
Queens,1781736,861,172,1,165,1.99,5,2,-5
Manhattan,1782288,1166,233,2,13,0.16,2,1,212
Manhattan,1782841,1048,210,30,44,0.53,1,11,95
Manhattan,1783393,878,176,4,51,0.62,5,1,299
Brooklyn,1783945,789,158,2,179,2.2,5,1,355
Brooklyn,1784497,165,33,2,206,2.49,3,2,198
Manhattan,1785050,881,176,5,4,0.05,5,1,277
Brooklyn,1785602,353,71,14,2,0.11,2,1,255
Queens,1786154,281,56,3,1,0.08,1,1,-8
Manhattan,1786707,717,143,4,2,0.02,2,1,154
Brooklyn,1787259,1079,216,5,3,0.04,3,1,400
Manhattan,1787811,649,130,2,19,0.23,5,1,201
Staten Island,1788364,752,150,3,59,0.82,2,1,278
Manhattan,1788916,813,163,6,1,0.16,5,1,122
Manhattan,1789468,502,100,5,1,0.01,2,1,297
Brooklyn,1790020,497,99,3,254,3.05,4,1,405
Manhattan,1790573,639,128,2,129,1.56,4,2,211
Manhattan,1791125,984,197,30,11,0.13,2,2,278
Brooklyn,1791677,742,148,20,32,0.68,1,1,386
Manhattan,1792230,1152,230,5,8,0.12,1,3,333
Manhattan,1792782,754,151,2,261,3.16,5,1,292
Brooklyn,1793334,1160,232,2,3,0.04,2,1,285
Staten Island,1793887,247,49,2,23,0.33,2,2,345
Manhattan,1794439,688,138,5,108,1.44,5,2,107
Manhattan,1794991,1070,214,3,9,0.11,1,1,134
Manhattan,1795543,547,109,2,248,2.99,4,1,315
Queens,1796096,606,121,4,107,1.29,1,2,306
Manhattan,1796648,477,95,3,41,0.52,5,1,294
Manhattan,1797200,715,143,4,43,0.52,2,1,248
Manhattan,1797753,443,89,3,39,0.47,1,1,348
Brooklyn,1798305,634,127,4,31,0.37,5,1,221
Brooklyn,1798857,354,71,6,6,0.07,1,2,7
Brooklyn,1799410,941,188,3,18,0.26,5,1,55
Manhattan,1799962,987,197,20,29,0.37,1,1,15
Manhattan,1800514,920,184,1,11,0.13,2,1,125
Manhattan,1801066,1007,201,4,161,1.92,5,1,45
Brooklyn,1801619,351,70,1,39,0.47,3,1,133
Brooklyn,1802723,92,18,7,2,0.03,5,1,287
Manhattan,1803276,492,98,5,59,0.77,1,1,233
Manhattan,1803828,686,137,1,323,3.89,4,1,181
Manhattan,1807142,118,24,30,1,0.01,1,52,146
Manhattan,1807694,777,155,3,58,0.7,1,1,-9
Manhattan,1808246,981,196,3,10,0.14,5,1,168
Manhattan,1808799,746,149,2,83,1.01,2,1,253
Manhattan,1809351,393,79,4,12,0.14,4,1,282
Brooklyn,1809903,929,186,3,1,0.01,2,1,235
Manhattan,1810456,653,131,7,10,3.53,1,1,-1
Brooklyn,1811008,234,47,1,48,0.59,4,1,104
Manhattan,1811560,868,174,16,5,0.06,2,1,217
Brooklyn,1812112,703,141,3,15,0.18,3,1,224
